input,reference,initial,after_one,final,iters,magic
0.253025,1.988008,1.926954,1.985224,1.988002,2,0x5F376CAC
0.048928,4.520878,4.600646,4.518755,4.520877,2,0x5F376CAD
0.792159,1.123554,1.140845,1.123152,1.123553,2,0x5F376CAE
0.090600,3.322277,3.416408,3.318238,3.322270,2,0x5F376CAF
0.423029,1.537499,1.586946,1.535088,1.537493,2,0x5F376CB0
0.048769,4.528203,4.610770,4.525930,4.528201,2,0x5F376CB1
0.558029,1.338664,1.374975,1.337173,1.338661,2,0x5F376CB2
0.170986,2.418355,2.498124,2.414365,2.418345,2,0x5F376CB3
0.115701,2.939889,3.014790,2.937003,2.939885,2,0x5F376CB4
1.537209,0.806554,0.832200,0.805318,0.806551,2,0x5F376CB5
0.190034,2.293953,2.345740,2.292186,2.293952,2,0x5F376CB6
0.059929,4.084896,3.948278,4.078118,4.084879,2,0x5F376CB7
0.179013,2.363511,2.433907,2.360335,2.363505,2,0x5F376CB8
0.624393,1.265526,1.308613,1.263300,1.265520,2,0x5F376CB9
0.264252,1.945320,1.904502,1.944044,1.945318,2,0x5F376CBA
0.311313,1.792262,1.810380,1.791986,1.792261,2,0x5F376CBB
1.287047,0.881461,0.894741,0.881159,0.881460,2,0x5F376CBC
0.443841,1.501020,1.545325,1.499039,1.501016,2,0x5F376CBD
0.066954,3.864655,3.794743,3.862770,3.864654,2,0x5F376CBE
0.151634,2.568037,2.652937,2.563780,2.568026,2,0x5F376CBF
1.498701,0.816850,0.841828,0.815693,0.816848,2,0x5F376CC0
1.371533,0.853880,0.873620,0.853190,0.853879,2,0x5F376CC1
0.342476,1.708776,1.748055,1.707411,1.708774,2,0x5F376CC2
0.192054,2.281856,2.329580,2.280348,2.281854,2,0x5F376CC3
1.289411,0.880652,0.894151,0.880340,0.880652,2,0x5F376CC4
0.039116,5.056211,5.228631,5.047290,5.056187,2,0x5F376CC5
0.092638,3.285533,3.383809,3.281080,3.285524,2,0x5F376CC6
0.265521,1.940667,1.901966,1.939517,1.940666,2,0x5F376CC7
1.365705,0.855700,0.875077,0.855037,0.855699,2,0x5F376CC8
0.142921,2.645163,2.722649,2.641725,2.645157,2,0x5F376CC9
0.740931,1.161746,1.192076,1.160548,1.161744,2,0x5F376CCA
0.043619,4.788099,4.940427,4.780753,4.788082,2,0x5F376CCB
0.419457,1.544032,1.594094,1.541571,1.544026,2,0x5F376CCC
1.009438,0.995314,0.964144,0.993865,0.995311,2,0x5F376CCD
0.857833,1.079689,1.075175,1.079661,1.079661,1,0x5F376CCE
0.052892,4.348166,4.346963,4.348166,4.348166,1,0x5F376CCF
0.387225,1.607009,1.658558,1.604502,1.607003,2,0x5F376CD0
0.623842,1.266085,1.309167,1.263861,1.266079,2,0x5F376CD1
1.590138,0.793017,0.818970,0.791729,0.793014,2,0x5F376CD2
0.084981,3.430360,3.506325,3.427818,3.430357,2,0x5F376CD3
1.161489,0.927881,0.926132,0.927876,0.927876,1,0x5F376CD4
0.934785,1.034294,0.999112,1.032519,1.034290,2,0x5F376CD5
0.107687,3.047323,3.143027,3.042768,3.047313,2,0x5F376CD6
1.045255,0.978113,0.955191,0.977313,0.978112,2,0x5F376CD7
0.580672,1.312304,1.352337,1.310454,1.312300,2,0x5F376CD8
0.057668,4.164215,4.041294,4.158825,4.164204,2,0x5F376CD9
1.863138,0.732618,0.750720,0.731941,0.732617,2,0x5F376CDA
0.291865,1.851011,1.849280,1.851009,1.851009,1,0x5F376CDB
0.073214,3.695757,3.694598,3.695756,3.695756,1,0x5F376CDC
0.323610,1.757878,1.785789,1.757210,1.757878,2,0x5F376CDD
0.208978,2.187507,2.194194,2.187476,2.187476,1,0x5F376CDE
0.068249,3.827809,3.774028,3.826681,3.827809,2,0x5F376CDF
0.901754,1.053067,1.031257,1.052394,1.053066,2,0x5F376CE0
1.398009,0.845756,0.867003,0.844948,0.845755,2,0x5F376CE1
1.044570,0.978433,0.955363,0.977624,0.978432,2,0x5F376CE2
0.039068,5.059289,5.231691,5.050377,5.059266,2,0x5F376CE3
0.129261,2.781422,2.831936,2.780037,2.781421,2,0x5F376CE4
0.811749,1.109913,1.121261,1.109739,1.109739,1,0x5F376CE5
1.832566,0.738704,0.758364,0.737912,0.738702,2,0x5F376CE6
0.516485,1.391461,1.416525,1.390779,1.391460,2,0x5F376CE7
0.737176,1.164701,1.195835,1.163441,1.164699,2,0x5F376CE8
0.305137,1.810308,1.822737,1.810179,1.810179,1,0x5F376CE9
1.435727,0.834572,0.857574,0.833613,0.834571,2,0x5F376CEA
0.186672,2.314519,2.372650,2.312311,2.314516,2,0x5F376CEB
0.033618,5.453976,5.580486,5.449540,5.453970,2,0x5F376CEC
0.070804,3.758122,3.733158,3.757873,3.758121,2,0x5F376CED
0.113786,2.964526,3.045445,2.961183,2.964520,2,0x5F376CEE
0.236337,2.057001,1.987665,2.053535,2.056992,2,0x5F376CEF
0.144606,2.629703,2.709175,2.626064,2.629695,2,0x5F376CF0
0.055970,4.226896,4.149956,4.224808,4.226895,2,0x5F376CF1
0.080737,3.519356,3.574229,3.518065,3.519355,2,0x5F376CF2
1.093753,0.956181,0.943068,0.955913,0.956181,2,0x5F376CF3
1.910756,0.723431,0.738817,0.722937,0.723431,2,0x5F376CF4
0.277946,1.896791,1.877120,1.896486,1.896791,2,0x5F376CF5
0.674597,1.217525,1.258416,1.215442,1.217519,2,0x5F376CF6
0.037635,5.154687,5.323392,5.146315,5.154667,2,0x5F376CF7
0.138128,2.690661,2.761002,2.687879,2.690657,2,0x5F376CF8
1.435655,0.834593,0.857593,0.833634,0.834592,2,0x5F376CF9
0.080907,3.515664,3.571517,3.514326,3.515663,2,0x5F376CFA
0.127417,2.801476,2.846693,2.800375,2.801475,2,0x5F376CFB
0.619914,1.270089,1.313099,1.267879,1.270083,2,0x5F376CFC
0.181830,2.345129,2.411384,2.342295,2.345124,2,0x5F376CFD
0.974919,1.012782,0.979047,1.011115,1.012777,2,0x5F376CFE
0.066812,3.868783,3.797044,3.866800,3.868782,2,0x5F376CFF
0.713374,1.183972,1.219640,1.182344,1.183969,2,0x5F376D00
1.370472,0.854211,0.873889,0.853525,0.854210,2,0x5F376D01
0.200880,2.231165,2.258989,2.230642,2.231165,2,0x5F376D02
0.218211,2.140731,2.120344,2.140441,2.140731,2,0x5F376D03
1.271652,0.886780,0.898594,0.886543,0.886543,1,0x5F376D04
0.032543,5.543319,5.649293,5.540260,5.543316,2,0x5F376D05
1.159055,0.928855,0.926744,0.928848,0.928848,1,0x5F376D06
0.127511,2.800441,2.845943,2.799326,2.800440,2,0x5F376D07
0.585752,1.306601,1.347262,1.304683,1.306597,2,0x5F376D08
0.133731,2.734534,2.796179,2.732434,2.734532,2,0x5F376D09
0.070275,3.772250,3.741635,3.771878,3.772250,2,0x5F376D0A
1.861512,0.732938,0.751130,0.732255,0.732937,2,0x5F376D0B
0.032447,5.551521,5.655447,5.548584,5.551518,2,0x5F376D0C
1.419199,0.839418,0.861708,0.838522,0.839417,2,0x5F376D0D
0.443744,1.501183,1.545527,1.499198,1.501179,2,0x5F376D0E
0.112609,2.979983,3.064290,2.976372,2.979976,2,0x5F376D0F
0.207385,2.195895,2.206953,2.195811,2.195811,1,0x5F376D10
0.090470,3.324663,3.418511,3.320652,3.324656,2,0x5F376D11
0.964127,1.018434,0.984444,1.016751,1.018430,2,0x5F376D12
0.071358,3.743509,3.724305,3.743361,3.743361,1,0x5F376D13
0.868981,1.072741,1.064036,1.072635,1.072635,1,0x5F376D14
0.111735,2.991611,3.078270,2.987809,2.991604,2,0x5F376D15
1.829959,0.739229,0.759018,0.738428,0.739228,2,0x5F376D16
1.452673,0.829690,0.853340,0.828670,0.829689,2,0x5F376D17
1.066067,0.968518,0.949992,0.967990,0.968518,2,0x5F376D18
0.149277,2.588233,2.671817,2.584140,2.588223,2,0x5F376D19
0.403574,1.574123,1.625870,1.571543,1.574117,2,0x5F376D1A
1.009219,0.995422,0.964204,0.993969,0.995419,2,0x5F376D1B
1.423411,0.838175,0.860656,0.837263,0.838174,2,0x5F376D1C
0.401037,1.579094,1.630944,1.576512,1.579087,2,0x5F376D1D
0.136206,2.709578,2.776386,2.707087,2.709575,2,0x5F376D1E
0.106722,3.061069,3.158484,3.056369,3.061058,2,0x5F376D1F
0.220046,2.131786,2.105670,2.131308,2.131785,2,0x5F376D20
0.665596,1.225730,1.267422,1.223579,1.225724,2,0x5F376D21
0.730180,1.170267,1.202838,1.168895,1.170264,2,0x5F376D22
0.032974,5.506963,5.621717,5.503352,5.506960,2,0x5F376D23
0.038683,5.084428,5.256386,5.075606,5.084405,2,0x5F376D24
0.100408,3.155845,3.259507,3.150681,3.155832,2,0x5F376D25
0.033540,5.460294,5.585490,5.455955,5.460289,2,0x5F376D26
1.024388,0.988025,0.960412,0.986878,0.988023,2,0x5F376D27
0.073804,3.680942,3.685167,3.680934,3.680934,1,0x5F376D28
0.035087,5.338603,5.486515,5.332398,5.338592,2,0x5F376D29
0.032218,5.571243,5.670137,5.568594,5.571241,2,0x5F376D2A
0.090193,3.329765,3.422951,3.325817,3.329759,2,0x5F376D2B
0.185903,2.319301,2.378817,2.316991,2.319298,2,0x5F376D2C
0.126321,2.813597,2.855469,2.812658,2.813597,2,0x5F376D2D
0.950862,1.025513,0.991078,1.023798,1.025509,2,0x5F376D2E
0.075534,3.638547,3.657491,3.638399,3.638399,1,0x5F376D2F
0.476704,1.448356,1.479611,1.447337,1.448355,2,0x5F376D30
1.088714,0.958392,0.944331,0.958084,0.958392,2,0x5F376D31
0.121960,2.863456,2.914672,2.862073,2.863454,2,0x5F376D32
1.080404,0.962071,0.946409,0.961690,0.962070,2,0x5F376D33
0.140453,2.668303,2.742420,2.665187,2.668298,2,0x5F376D34
0.140646,2.666469,2.740874,2.663326,2.666464,2,0x5F376D35
1.432746,0.835440,0.858324,0.834491,0.835438,2,0x5F376D36
0.035634,5.297450,5.451497,5.290665,5.297436,2,0x5F376D37
0.310961,1.793275,1.811098,1.793008,1.793275,2,0x5F376D38
0.121855,2.864691,2.916356,2.863285,2.864690,2,0x5F376D39
0.142934,2.645038,2.722568,2.641596,2.645031,2,0x5F376D3A
0.056792,4.196195,4.097383,4.192732,4.196190,2,0x5F376D3B
0.057843,4.157896,4.030116,4.152066,4.157884,2,0x5F376D3C
0.090652,3.321326,3.415612,3.317273,3.321319,2,0x5F376D3D
1.556309,0.801590,0.827434,0.800326,0.801587,2,0x5F376D3E
0.126630,2.810164,2.853003,2.809179,2.810163,2,0x5F376D3F
0.554018,1.343501,1.379004,1.342082,1.343499,2,0x5F376D40
0.089201,3.348232,3.438830,3.344522,3.348225,2,0x5F376D41
0.647449,1.242789,1.285573,1.240554,1.242783,2,0x5F376D42
0.037924,5.135010,5.304934,5.126482,5.134989,2,0x5F376D43
0.096109,3.225659,3.328304,3.220708,3.225648,2,0x5F376D44
0.061898,4.019420,3.885324,4.012784,4.019404,2,0x5F376D45
0.034027,5.421079,5.554337,5.416125,5.421072,2,0x5F376D46
0.046442,4.640285,4.759803,4.635627,4.640278,2,0x5F376D47
0.042136,4.871597,5.035362,4.863247,4.871576,2,0x5F376D48
1.274115,0.885922,0.897983,0.885675,0.885922,2,0x5F376D49
0.979957,1.010175,0.976533,1.008513,1.010170,2,0x5F376D4A
0.032988,5.505855,5.620886,5.502225,5.505851,2,0x5F376D4B
0.524797,1.380398,1.408226,1.379551,1.380397,2,0x5F376D4C
0.098819,3.181121,3.284945,3.175983,3.181108,2,0x5F376D4D
0.296013,1.837995,1.840997,1.837988,1.837988,1,0x5F376D4E
0.084472,3.440680,3.514499,3.438287,3.440677,2,0x5F376D4F
0.362475,1.660967,1.708073,1.658944,1.660963,2,0x5F376D50
0.856951,1.080244,1.076072,1.080220,1.080220,1,0x5F376D51
1.776191,0.750335,0.772464,0.749346,0.750333,2,0x5F376D52
0.167884,2.440596,2.522979,2.436378,2.440586,2,0x5F376D53
0.118597,2.903775,2.968495,2.901596,2.903773,2,0x5F376D54
1.019258,0.990508,0.961698,0.989263,0.990506,2,0x5F376D55
1.419721,0.839264,0.861582,0.838366,0.839262,2,0x5F376D56
0.052241,4.375180,4.388699,4.375117,4.375117,1,0x5F376D57
0.305366,1.809630,1.822293,1.809497,1.809497,1,0x5F376D58
1.598449,0.790953,0.816900,0.789662,0.790950,2,0x5F376D59
0.111726,2.991738,3.078439,2.987932,2.991730,2,0x5F376D5A
0.440167,1.507271,1.552691,1.505198,1.507267,2,0x5F376D5B
0.368618,1.647068,1.695788,1.644885,1.647063,2,0x5F376D5C
0.610118,1.280245,1.322907,1.278089,1.280240,2,0x5F376D5D
0.038343,5.106883,5.278137,5.098172,5.106861,2,0x5F376D5E
0.494071,1.422674,1.444883,1.422151,1.422673,2,0x5F376D5F
0.211018,2.176908,2.177905,2.176907,2.176907,1,0x5F376D60
0.199764,2.237389,2.267940,2.236760,2.237389,2,0x5F376D61
1.644381,0.779828,0.805418,0.778555,0.779825,2,0x5F376D62
0.853412,1.082482,1.079614,1.082471,1.082471,1,0x5F376D63
0.086359,3.402870,3.484303,3.399924,3.402866,2,0x5F376D64
1.313301,0.872605,0.888188,0.872186,0.872605,2,0x5F376D65
0.086545,3.399214,3.481329,3.396215,3.399210,2,0x5F376D66
0.360129,1.666369,1.712769,1.664413,1.666366,2,0x5F376D67
0.307315,1.803882,1.818396,1.803706,1.803706,1,0x5F376D68
0.488979,1.430062,1.455068,1.429402,1.430061,2,0x5F376D69
0.371585,1.640479,1.689856,1.638227,1.640474,2,0x5F376D6A
0.049464,4.496302,4.566411,4.494653,4.496301,2,0x5F376D6B
1.009594,0.995237,0.964115,0.993793,0.995234,2,0x5F376D6C
0.179020,2.363466,2.433895,2.360287,2.363459,2,0x5F376D6D
1.190267,0.916596,0.918947,0.916587,0.916587,1,0x5F376D6E
0.634186,1.255717,1.298841,1.253470,1.255710,2,0x5F376D6F
0.168987,2.432614,2.514158,2.428468,2.432604,2,0x5F376D70
0.864330,1.075624,1.068698,1.075557,1.075557,1,0x5F376D71
0.407420,1.566674,1.618187,1.564106,1.566668,2,0x5F376D72
0.064235,3.945596,3.838288,3.941258,3.945589,2,0x5F376D73
1.076760,0.963697,0.947324,0.963282,0.963697,2,0x5F376D74
0.594204,1.297275,1.338824,1.295258,1.297271,2,0x5F376D75
0.085980,3.410362,3.490371,3.407525,3.410359,2,0x5F376D76
0.052244,4.375027,4.388479,4.374964,4.374964,1,0x5F376D77
0.991478,1.004288,0.970775,1.002630,1.004284,2,0x5F376D78
0.087061,3.389123,3.473075,3.385978,3.389118,2,0x5F376D79
0.408565,1.564477,1.615898,1.561914,1.564471,2,0x5F376D7A
0.266196,1.938202,1.900636,1.937117,1.938202,2,0x5F376D7B
0.065394,3.910485,3.819752,3.907352,3.910481,2,0x5F376D7C
0.046547,4.635037,4.753095,4.630488,4.635030,2,0x5F376D7D
0.077210,3.598838,3.630693,3.598414,3.598838,2,0x5F376D7E
0.132302,2.749268,2.807644,2.747396,2.749266,2,0x5F376D7F
0.742661,1.160392,1.190368,1.159220,1.160390,2,0x5F376D80
0.254640,1.981693,1.923748,1.979176,1.981688,2,0x5F376D81
0.966305,1.017285,0.983362,1.015607,1.017281,2,0x5F376D82
0.117470,2.917678,2.986547,2.915221,2.917675,2,0x5F376D83
0.082208,3.487741,3.550739,3.486024,3.487740,2,0x5F376D84
0.824628,1.101212,1.108401,1.101141,1.101141,1,0x5F376D85
0.369302,1.645543,1.694426,1.643343,1.645538,2,0x5F376D86
0.071841,3.730896,3.716601,3.730814,3.730814,1,0x5F376D87
0.042982,4.823434,4.981268,4.815602,4.823415,2,0x5F376D88
0.070927,3.754855,3.731223,3.754632,3.754632,1,0x5F376D89
0.128712,2.787343,2.836364,2.786042,2.787342,2,0x5F376D8A
0.373078,1.637194,1.686874,1.634910,1.637189,2,0x5F376D8B
0.114939,2.949620,3.027035,2.946545,2.949615,2,0x5F376D8C
0.081326,3.506589,3.564843,3.505129,3.506588,2,0x5F376D8D
0.080696,3.520260,3.574930,3.518980,3.520259,2,0x5F376D8E
0.791407,1.124087,1.141624,1.123675,1.124087,2,0x5F376D8F
0.176480,2.380411,2.454220,2.376942,2.380403,2,0x5F376D90
0.054858,4.269542,4.221234,4.268726,4.269542,2,0x5F376D91
0.045647,4.680533,4.810737,4.675050,4.680523,2,0x5F376D92
0.095714,3.232301,3.334635,3.227390,3.232290,2,0x5F376D93
0.295059,1.840966,1.842914,1.840963,1.840963,1,0x5F376D94
0.067806,3.840303,3.781165,3.838944,3.840302,2,0x5F376D95
0.222193,2.121462,2.088523,2.120698,2.121461,2,0x5F376D96
1.787878,0.747879,0.769547,0.746928,0.747877,2,0x5F376D97
1.349994,0.860665,0.879017,0.860074,0.860664,2,0x5F376D98
0.390768,1.599706,1.651495,1.597164,1.599700,2,0x5F376D99
0.286603,1.867925,1.859826,1.867872,1.867872,1,0x5F376D9A
0.541555,1.358872,1.391477,1.357689,1.358871,2,0x5F376D9B
0.111668,2.992514,3.079381,2.988695,2.992506,2,0x5F376D9C
0.295259,1.840340,1.842514,1.840337,1.840337,1,0x5F376D9D
1.508420,0.814215,0.839411,0.813033,0.814212,2,0x5F376D9E
0.035516,5.306259,5.459113,5.299591,5.306247,2,0x5F376D9F
0.052068,4.382444,4.399809,4.382341,4.382341,1,0x5F376DA0
0.055679,4.237948,4.168698,4.236259,4.237947,2,0x5F376DA1
0.052275,4.373723,4.386507,4.373667,4.373667,1,0x5F376DA2
0.084511,3.439876,3.513887,3.437470,3.439873,2,0x5F376DA3
0.227801,2.095185,2.043661,2.093300,2.095183,2,0x5F376DA4
0.592759,1.298856,1.340275,1.296854,1.298851,2,0x5F376DA5
0.165752,2.456242,2.540055,2.451903,2.456230,2,0x5F376DA6
0.514382,1.394303,1.418652,1.393661,1.394302,2,0x5F376DA7
0.095522,3.235544,3.337709,3.230654,3.235533,2,0x5F376DA8
0.190434,2.291543,2.342598,2.289824,2.291541,2,0x5F376DA9
0.475177,1.450682,1.482680,1.449615,1.450680,2,0x5F376DAA
1.249957,0.894443,0.904028,0.894288,0.894288,1,0x5F376DAB
0.218590,2.138873,2.117350,2.138549,2.138873,2,0x5F376DAC
1.371390,0.853925,0.873670,0.853234,0.853924,2,0x5F376DAD
0.059191,4.110285,3.971955,4.103380,4.110267,2,0x5F376DAE
0.128839,2.785966,2.835356,2.784645,2.785965,2,0x5F376DAF
0.360805,1.664806,1.711425,1.662830,1.664802,2,0x5F376DB0
0.054803,4.271673,4.224751,4.270903,4.271673,2,0x5F376DB1
0.039881,5.007435,5.179738,4.998440,5.007411,2,0x5F376DB2
0.391171,1.598882,1.650692,1.596336,1.598876,2,0x5F376DB3
0.569669,1.324917,1.363366,1.323227,1.324914,2,0x5F376DB4
1.001266,0.999368,0.966201,0.997735,0.999363,2,0x5F376DB5
1.607539,0.788713,0.814633,0.787422,0.788710,2,0x5F376DB6
0.078973,3.558439,3.602497,3.557618,3.558439,2,0x5F376DB7
0.364082,1.657297,1.704872,1.655229,1.657293,2,0x5F376DB8
0.510818,1.399158,1.422218,1.398585,1.399158,2,0x5F376DB9
0.064279,3.944263,3.837610,3.939975,3.944255,2,0x5F376DBA
0.353748,1.681329,1.725539,1.679570,1.681326,2,0x5F376DBB
0.114533,2.954843,3.033543,2.951671,2.954838,2,0x5F376DBC
1.488945,0.819522,0.844282,0.818389,0.819520,2,0x5F376DBD
0.267509,1.933440,1.898018,1.932473,1.933439,2,0x5F376DBE
0.040437,4.972929,5.144200,4.963980,4.972905,2,0x5F376DBF
0.246339,2.014807,1.947681,2.011490,2.014799,2,0x5F376DC0
1.222118,0.904573,0.910989,0.904504,0.904504,1,0x5F376DC1
0.197986,2.247414,2.282189,2.246603,2.247414,2,0x5F376DC2
0.938427,1.032285,0.997305,1.030527,1.032281,2,0x5F376DC3
0.033169,5.490774,5.609331,5.486907,5.490770,2,0x5F376DC4
1.055341,0.973427,0.952683,0.972769,0.973427,2,0x5F376DC5
0.260852,1.957958,1.911334,1.956306,1.957955,2,0x5F376DC6
0.076223,3.622064,3.646502,3.621816,3.622063,2,0x5F376DC7
0.136345,2.708201,2.775318,2.705685,2.708198,2,0x5F376DC8
0.168110,2.438949,2.521192,2.434742,2.438938,2,0x5F376DC9
0.799707,1.118239,1.133331,1.117932,1.118239,2,0x5F376DCA
0.343915,1.705196,1.745208,1.703777,1.705194,2,0x5F376DCB
0.155246,2.537992,2.624111,2.533559,2.537980,2,0x5F376DCC
0.038349,5.106526,5.277846,5.097807,5.106503,2,0x5F376DCD
0.080984,3.513985,3.570330,3.512623,3.513984,2,0x5F376DCE
0.071061,3.751310,3.729094,3.751113,3.751113,1,0x5F376DCF
1.789006,0.747643,0.769268,0.746695,0.747641,2,0x5F376DD0
0.207244,2.196639,2.208124,2.196549,2.196549,1,0x5F376DD1
0.266906,1.935622,1.899226,1.934602,1.935621,2,0x5F376DD2
1.585381,0.794206,0.820174,0.792919,0.794203,2,0x5F376DD3
0.054049,4.301349,4.272997,4.301069,4.301349,2,0x5F376DD4
0.047907,4.568763,4.666083,4.565631,4.568760,2,0x5F376DD5
0.410289,1.561188,1.612462,1.558634,1.561181,2,0x5F376DD6
0.280556,1.887951,1.871929,1.887747,1.887747,1,0x5F376DD7
0.246725,2.013230,1.946140,2.009914,2.013222,2,0x5F376DD8
0.074771,3.657072,3.669744,3.657005,3.657005,1,0x5F376DD9
0.396600,1.587903,1.639841,1.585327,1.587896,2,0x5F376DDA
0.159174,2.506475,2.592685,2.501976,2.506463,2,0x5F376DDB
0.037642,5.154204,5.323050,5.145817,5.154183,2,0x5F376DDC
0.050473,4.451137,4.501896,4.450265,4.451136,2,0x5F376DDD
0.190229,2.292773,2.344245,2.291027,2.292771,2,0x5F376DDE
0.115800,2.938632,3.013277,2.935765,2.938628,2,0x5F376DDF
0.159982,2.500141,2.586226,2.495644,2.500129,2,0x5F376DE0
0.245803,2.017000,1.949827,2.013682,2.016992,2,0x5F376DE1
0.045046,4.711618,4.849195,4.705534,4.711607,2,0x5F376DE2
0.765229,1.143153,1.167812,1.142349,1.143152,2,0x5F376DE3
0.228600,2.091521,2.037286,2.089430,2.091518,2,0x5F376DE4
1.089535,0.958031,0.944137,0.957730,0.958030,2,0x5F376DE5
0.147563,2.603223,2.685579,2.599273,2.603214,2,0x5F376DE6
1.552451,0.802585,0.828408,0.801325,0.802582,2,0x5F376DE7
0.112042,2.987509,3.073408,2.983769,2.987502,2,0x5F376DE8
0.041486,4.909606,5.077031,4.900944,4.909583,2,0x5F376DE9
0.042983,4.823400,4.981276,4.815564,4.823381,2,0x5F376DEA
0.089851,3.336089,3.428462,3.332217,3.336082,2,0x5F376DEB
0.046187,4.653075,4.776199,4.648145,4.653068,2,0x5F376DEC
0.964048,1.018476,0.984497,1.016794,1.018472,2,0x5F376DED
1.140838,0.936242,0.931312,0.936203,0.936203,1,0x5F376DEE
0.116657,2.927820,2.999572,2.925161,2.927817,2,0x5F376DEF
0.067607,3.845946,3.784368,3.844475,3.845945,2,0x5F376DF0
0.384107,1.613518,1.664829,1.611045,1.613513,2,0x5F376DF1
0.038043,5.126990,5.297418,5.118398,5.126968,2,0x5F376DF2
1.336024,0.865153,0.882515,0.864627,0.865152,2,0x5F376DF3
0.334052,1.730186,1.764939,1.729132,1.730185,2,0x5F376DF4
0.853491,1.082432,1.079552,1.082420,1.082420,1,0x5F376DF5
0.410436,1.560907,1.612170,1.558354,1.560901,2,0x5F376DF6
1.843937,0.736422,0.755538,0.735672,0.736421,2,0x5F376DF7
0.512496,1.396866,1.420547,1.396260,1.396865,2,0x5F376DF8
0.183225,2.336186,2.400286,2.333524,2.336182,2,0x5F376DF9
0.591554,1.300178,1.341490,1.298188,1.300173,2,0x5F376DFA
0.065741,3.900159,3.814234,3.897340,3.900156,2,0x5F376DFB
0.218735,2.138165,2.116211,2.137828,2.138165,2,0x5F376DFC
0.354508,1.679527,1.724028,1.677742,1.679524,2,0x5F376DFD
1.855067,0.734210,0.752755,0.733501,0.734209,2,0x5F376DFE
1.943419,0.717326,0.730667,0.716952,0.717326,2,0x5F376DFF
0.034344,5.396026,5.534156,5.390676,5.396018,2,0x5F376E00
0.289239,1.859396,1.854568,1.859377,1.859377,1,0x5F376E01
0.516182,1.391869,1.416862,1.391192,1.391869,2,0x5F376E02
0.156586,2.527107,2.613402,2.522636,2.527095,2,0x5F376E03
0.828896,1.098373,1.104149,1.098327,1.098327,1,0x5F376E04
0.208290,2.191119,2.199771,2.191068,2.191068,1,0x5F376E05
1.084421,0.960287,0.945417,0.959944,0.960287,2,0x5F376E06
0.139031,2.681910,2.753843,2.678990,2.681905,2,0x5F376E07
0.089142,3.349336,3.439818,3.345636,3.349329,2,0x5F376E08
0.040888,4.945378,5.115319,4.936518,4.945354,2,0x5F376E09
0.164678,2.464234,2.548666,2.459845,2.464222,2,0x5F376E0A
0.177769,2.371769,2.443942,2.368441,2.371762,2,0x5F376E0B
0.285088,1.872884,1.862871,1.872804,1.872804,1,0x5F376E0C
0.091361,3.308416,3.404320,3.304206,3.308408,2,0x5F376E0D
0.177467,2.373786,2.446358,2.370424,2.373779,2,0x5F376E0E
0.488572,1.430657,1.455901,1.429985,1.430656,2,0x5F376E0F
0.082074,3.490577,3.552909,3.488897,3.490576,2,0x5F376E10
0.077455,3.593147,3.626812,3.592673,3.593147,2,0x5F376E11
0.055706,4.236901,4.166992,4.235181,4.236900,2,0x5F376E12
0.051391,4.411205,4.443175,4.410857,4.411205,2,0x5F376E13
0.095665,3.233134,3.335455,3.228225,3.233122,2,0x5F376E14
0.210036,2.181994,2.185810,2.181984,2.181984,1,0x5F376E15
0.350911,1.688113,1.731225,1.686447,1.688110,2,0x5F376E16
0.760811,1.146467,1.172236,1.145592,1.146466,2,0x5F376E17
0.044152,4.759126,4.906492,4.752210,4.759111,2,0x5F376E18
0.530227,1.373312,1.402821,1.372354,1.373311,2,0x5F376E19
1.176346,0.922003,0.922437,0.922003,0.922003,1,0x5F376E1A
0.066735,3.870992,3.798331,3.868959,3.870990,2,0x5F376E1B
0.055635,4.239620,4.171568,4.237990,4.239619,2,0x5F376E1C
1.523228,0.810247,0.835717,0.809034,0.810244,2,0x5F376E1D
0.262041,1.953509,1.908966,1.951997,1.953507,2,0x5F376E1E
0.375921,1.630992,1.681206,1.628649,1.630987,2,0x5F376E1F
1.913574,0.722899,0.738131,0.722414,0.722898,2,0x5F376E20
0.231301,2.079270,2.015686,2.076383,2.079264,2,0x5F376E21
0.127328,2.802447,2.847470,2.801356,2.802446,2,0x5F376E22
1.415403,0.840543,0.862674,0.839661,0.840542,2,0x5F376E23
0.924623,1.039963,1.008426,1.038543,1.039960,2,0x5F376E24
0.052364,4.370026,4.380906,4.369985,4.369985,1,0x5F376E25
0.042642,4.842654,5.003135,4.834588,4.842634,2,0x5F376E26
0.039389,5.038655,5.211325,5.029677,5.038631,2,0x5F376E27
0.147769,2.601403,2.683943,2.597433,2.601394,2,0x5F376E28
0.366230,1.652429,1.700589,1.650303,1.652425,2,0x5F376E29
0.201023,2.230371,2.257914,2.229858,2.230370,2,0x5F376E2A
0.131852,2.753949,2.811279,2.752146,2.753947,2,0x5F376E2B
0.033149,5.492448,5.610674,5.488604,5.492445,2,0x5F376E2C
0.153473,2.552603,2.638312,2.548238,2.552592,2,0x5F376E2D
0.467783,1.462103,1.497484,1.460808,1.462101,2,0x5F376E2E
0.254468,1.982363,1.924114,1.979821,1.982359,2,0x5F376E2F
0.045388,4.693833,4.827344,4.688083,4.693823,2,0x5F376E30
0.126019,2.816966,2.857947,2.816068,2.816966,2,0x5F376E31
0.058324,4.140711,3.999720,4.133592,4.140692,2,0x5F376E32
0.654094,1.236460,1.278957,1.234244,1.236454,2,0x5F376E33
